1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
436, 982, 646
437, 982, 646
438, 982, 646
203, 546, 528
437, 982, 646
438, 982, 646
437, 982, 646
438, 982, 646
438, 983, 629
437, 982, 646
437, 982, 646
437, 982, 646
440, 983, 629
442, 983, 629
441, 984, 606
544, 356, 344
530, 678, 654
86, 909, 843
30, 891, 831
425, 606, 588
425, 608, 590
426, 607, 589
99, 408, 396
353, 584, 566
335, 574, 556
211, 525, 507
211, 523, 505
210, 523, 505
211, 523, 505
212, 525, 507
214, 524, 506
521, 704, 680
214, 527, 509
213, 525, 507
212, 523, 505
518, 849, 807
210, 526, 508
213, 524, 506
210, 529, 511
211, 522, 504
212, 524, 506
213, 524, 506
212, 525, 507
210, 524, 506
211, 523, 505
210, 524, 506
212, 524, 506
212, 527, 509
212, 526, 508
209, 537, 519
212, 524, 506
212, 524, 506
212, 522, 504
212, 523, 505
212, 525, 507
212, 524, 506
214, 524, 506
210, 524, 506
209, 523, 505
209, 523, 505
