400, 400
x軸, y軸（補正なし）, ypos（補正あり）
389, 29, 11
388, 28, 10
380, 28, 10
382, 27, 9
388, 28, 10
369, 25, 7
341, 17, -1
381, 28, 10
394, 30, 12
378, 27, 9
377, 26, 8
380, 27, 9
364, 24, 6
382, 27, 9
359, 22, 4
377, 26, 8
373, 27, 9
383, 28, 10
386, 29, 11
359, 24, 6
381, 28, 10
378, 27, 9
363, 23, 5
374, 26, 8
385, 27, 9
388, 29, 11
377, 26, 8
394, 29, 11
379, 26, 8
387, 29, 11
384, 27, 9
378, 26, 8
378, 27, 9
372, 26, 8
385, 28, 10
374, 28, 10
389, 29, 11
365, 23, 5
352, 20, 2
365, 24, 6
382, 28, 10
387, 28, 10
388, 29, 11
388, 28, 10
380, 26, 8
385, 29, 11
387, 29, 11
355, 20, 2
383, 27, 9
354, 21, 3
390, 29, 11
362, 24, 6
388, 28, 10
376, 27, 9
387, 28, 10
360, 23, 5
332, 15, -3
367, 25, 7
390, 29, 11
385, 28, 10
382, 27, 9
365, 24, 6
353, 20, 2
389, 29, 11
366, 24, 6
370, 26, 8
359, 22, 4
387, 28, 10
357, 22, 4
386, 29, 11
390, 28, 10
384, 29, 11
338, 17, -1
387, 29, 11
360, 22, 4
388, 29, 11
383, 26, 8
353, 21, 3
388, 29, 11
392, 31, 13
376, 27, 9
392, 29, 11
381, 27, 9
387, 29, 11
389, 27, 9
390, 28, 10
379, 27, 9
382, 27, 9
394, 30, 12
371, 25, 7
370, 25, 7
361, 22, 4
379, 28, 10
389, 29, 11
379, 26, 8
382, 27, 9
145, 370, 166
358, 22, 4
376, 27, 9
377, 27, 9
391, 29, 11
381, 26, 8
354, 20, 2
380, 28, 10
388, 28, 10
383, 28, 10
386, 28, 10
378, 27, 9
368, 25, 7
380, 27, 9
378, 28, 10
389, 27, 9
389, 28, 10
379, 28, 10
380, 28, 10
375, 26, 8
391, 28, 10
377, 27, 9
377, 28, 10
391, 28, 10
387, 28, 10
383, 27, 9
360, 23, 5
384, 28, 10
362, 24, 6
382, 28, 10
369, 25, 7
365, 23, 5
390, 29, 11
374, 25, 7
385, 28, 10
378, 27, 9
388, 28, 10
385, 28, 10
357, 22, 4
384, 28, 10
386, 28, 10
380, 27, 9
395, 30, 12
386, 29, 11
391, 29, 11
388, 28, 10
379, 27, 9
385, 27, 9
377, 27, 9
383, 26, 8
383, 27, 9
387, 27, 9
380, 26, 8
381, 27, 9
386, 29, 11
377, 26, 8
381, 28, 10
373, 26, 8
379, 26, 8
382, 25, 7
355, 21, 3
384, 29, 11
380, 27, 9
395, 28, 10
389, 28, 10
371, 25, 7
394, 29, 11
393, 31, 13
346, 19, 1
384, 26, 8
387, 29, 11
389, 28, 10
