400, 400
x軸, y軸（補正なし）, ypos（補正あり）
181, 308, 242
184, 140, 116
183, 138, 114
180, 298, 238
184, 139, 115
184, 142, 118
184, 144, 120
182, 310, 238
181, 308, 242
183, 140, 116
184, 138, 114
184, 139, 115
184, 143, 119
181, 308, 242
185, 145, 121
181, 306, 240
181, 307, 241
183, 138, 114
184, 139, 115
181, 305, 239
183, 139, 115
183, 139, 115
183, 139, 115
183, 139, 115
184, 139, 115
183, 139, 115
184, 143, 119
184, 139, 115
184, 139, 115
184, 140, 116
182, 310, 238
183, 138, 114
181, 309, 243
183, 140, 116
181, 304, 238
184, 139, 115
181, 306, 240
184, 144, 120
184, 140, 116
183, 140, 116
184, 139, 115
183, 138, 114
184, 143, 119
181, 301, 235
184, 138, 114
181, 308, 242
185, 144, 120
184, 143, 119
184, 141, 117
184, 139, 115
181, 305, 239
181, 307, 241
184, 143, 119
184, 143, 119
184, 140, 116
181, 302, 236
184, 139, 115
181, 305, 239
181, 304, 238
184, 139, 115
184, 140, 116
185, 143, 119
184, 139, 115
181, 307, 241
183, 139, 115
184, 144, 120
184, 145, 121
184, 142, 118
183, 140, 116
183, 139, 115
184, 142, 118
184, 139, 115
184, 140, 116
183, 138, 114
184, 143, 119
181, 308, 242
181, 306, 240
183, 139, 115
184, 144, 120
184, 139, 115
183, 138, 114
183, 139, 115
183, 138, 114
181, 305, 239
184, 140, 116
185, 144, 120
183, 139, 115
184, 140, 116
181, 309, 243
184, 139, 115
184, 139, 115
184, 140, 116
184, 139, 115
183, 140, 116
184, 143, 119
185, 144, 120
183, 138, 114
185, 144, 120
183, 138, 114
183, 321, 243
184, 138, 114
184, 143, 119
181, 305, 239
184, 143, 119
181, 305, 239
184, 139, 115
182, 311, 239
183, 138, 114
184, 143, 119
184, 143, 119
184, 143, 119
185, 140, 116
182, 312, 240
183, 139, 115
184, 143, 119
183, 139, 115
183, 139, 115
184, 143, 119
184, 140, 116
183, 139, 115
183, 139, 115
185, 144, 120
184, 138, 114
181, 304, 238
184, 144, 120
181, 306, 240
183, 138, 114
184, 139, 115
181, 306, 240
180, 299, 239
181, 307, 241
184, 139, 115
184, 143, 119
185, 144, 120
181, 307, 241
185, 144, 120
184, 145, 121
184, 139, 115
183, 138, 114
184, 139, 115
184, 139, 115
184, 139, 115
184, 139, 115
181, 300, 234
184, 143, 119
183, 139, 115
184, 139, 115
180, 297, 237
183, 138, 114
184, 143, 119
182, 311, 239
183, 139, 115
183, 139, 115
183, 138, 114
184, 140, 116
185, 143, 119
185, 144, 120
181, 303, 237
184, 139, 115
185, 146, 122
184, 142, 118
181, 305, 239
184, 140, 116
183, 138, 114
183, 139, 115
184, 142, 118
185, 145, 121
179, 286, 232
184, 138, 114
184, 143, 119
183, 139, 115
185, 144, 120
