500, 500
x軸, y軸（補正なし）, ypos（補正あり）
482, 112, 94
459, 178, 154
373, 398, 338
458, 64, 46
473, 100, 82
455, 67, 49
255, 414, 342
435, 69, 51
429, 112, 94
459, 88, 70
457, 95, 77
462, 93, 75
441, 115, 97
378, 437, 341
468, 71, 53
475, 70, 52
448, 99, 81
362, 350, 308
361, 308, 272
319, 433, 343
242, 182, 158
248, 161, 143
219, 233, 209
260, 265, 235
219, 262, 232
238, 125, 107
183, 46, 28
181, 115, 97
296, 251, 221
425, 171, 147
355, 77, 59
431, 418, 340
458, 370, 322
366, 239, 215
263, 390, 330
492, 229, 205
424, 400, 334
375, 394, 334
263, 129, 111
370, 388, 334
395, 367, 319
359, 258, 228
359, 364, 316
364, 415, 343
385, 351, 309
359, 314, 278
368, 381, 327
387, 94, 76
408, 36, 18
303, 319, 283
457, 18, 0
432, 429, 339
