500, 800
x軸, y軸（補正なし）, ypos（補正あり）
27, 170, 158
27, 164, 152
27, 171, 159
27, 170, 158
28, 168, 156
27, 169, 157
27, 170, 158
29, 161, 149
32, 175, 163
36, 190, 178
35, 227, 215
33, 233, 221
24, 236, 224
21, 240, 228
17, 243, 231
15, 247, 235
9, 240, 228
6, 218, 206
5, 201, 189
3, 191, 179
3, 178, 166
3, 174, 162
5, 175, 163
11, 180, 168
13, 200, 188
14, 205, 193
9, 210, 198
9, 211, 199
8, 211, 199
13, 210, 198
14, 206, 194
16, 212, 200
6, 243, 231
43, 15, 3
7, 355, 337
36, 411, 393
196, 291, 279
223, 269, 257
224, 242, 230
225, 242, 230
221, 216, 204
217, 180, 168
231, 156, 144
247, 159, 147
255, 163, 151
251, 199, 187
227, 204, 192
193, 198, 186
167, 177, 165
152, 158, 146
156, 138, 126
165, 131, 119
175, 129, 117
182, 130, 118
187, 134, 122
194, 136, 124
195, 155, 143
191, 196, 184
169, 220, 208
133, 236, 224
114, 231, 219
104, 228, 216
98, 218, 206
90, 207, 195
96, 179, 167
100, 180, 168
108, 178, 166
115, 181, 169
125, 180, 168
133, 205, 193
146, 227, 215
135, 266, 254
105, 287, 275
83, 298, 286
77, 298, 286
67, 294, 282
65, 284, 272
57, 273, 261
59, 266, 254
82, 243, 231
96, 249, 237
102, 262, 250
106, 266, 254
89, 287, 275
55, 313, 295
44, 307, 289
40, 308, 290
36, 304, 286
